scheme,mean_payment,recovery,cv,pct_unprofitable
0_baseline,0.0,,,100.0
1_capacity,0.0545959896763946,0.11369416718221335,0.0,100.0
2a_variable_nodal,0.45572216740285687,0.9490248752051315,1.0009508804005152,70.22664835164835
2b_variable_uniform,0.32011734246308626,0.6666327484426958,0.8442538659842731,100.0
2c_variable_awu,0.32459236985043605,0.6759518305756149,0.839843200864547,100.0
2d_variable_awu3,0.3528574591524787,0.7348128532912828,0.8799902406930107,99.75961538461539
3_hybrid,0.5103181570792517,1.0627190423873452,0.8938649318117055,63.667582417582416
4_performance_capacity,0.00585522509707271,0.012193293775273456,0.7737450331828543,100.0
