timestamp,target,factor,truthful_p,truthful_q,truthful_lambda_q,truthful_true_profit,misreport_p,misreport_q,misreport_lambda_q,misreport_true_profit,profit_gain_from_lying
2021-01-12 06:00:00,G1,2.0,1.2000000193198659,1.9969284330488535,0.19789227001995197,0.03110027700313367,1.2000000968251623,1.8014845575462843,0.37499767000748735,0.3491120706595723,0.3180117936564386
2021-01-12 06:00:00,G1,3.0,1.2000000193198659,1.9969284330488535,0.19789227001995197,0.03110027700313367,1.2093382902532184,1.4338456534606319,0.5036320401259424,0.46102954605936475,0.4299292690562311
2021-01-12 12:00:00,G1,1.5,1.3818685252686045,2.0894295129856038,0.20286714213057008,0.04126483108406376,1.4153046217572038,2.071082602352076,0.302820619337393,0.24826768701362312,0.20700285592955936
2021-01-12 12:00:00,G1,2.0,1.3818685252686045,2.0894295129856038,0.20286714213057008,0.04126483108406376,1.4272626024120516,1.8769762665339071,0.3831177214406136,0.3783553133909692,0.3370904823069054
2021-01-12 12:00:00,G1,3.0,1.3818685252686045,2.0894295129856038,0.20286714213057008,0.04126483108406376,1.4421387119987126,1.5007375484117953,0.5144586323445278,0.49961571395408555,0.4583508828700218
2021-01-12 18:00:00,G1,1.5,1.4166611917383305,1.9911276705937417,0.1975802947763867,0.03047818961744042,1.4493024992116146,1.9731626981623027,0.2949211601752078,0.2225388754516615,0.1920606858342211
2021-01-12 18:00:00,G1,2.0,1.4166611917383305,1.9911276705937417,0.1975802947763867,0.03047818961744042,1.4673413733316956,1.8372740022124896,0.3787664834208391,0.3627188067211762,0.33224061710373576
2021-01-12 18:00:00,G1,3.0,1.4166611917383305,1.9911276705937417,0.1975802947763867,0.03047818961744042,1.4819874828345692,1.4653135342727361,0.5086262447103336,0.478878767223307,0.4484005776058666
2021-01-13 00:00:00,G1,1.5,1.4050088272293395,2.0462466194404523,0.200544689563848,0.03646237526203322,1.4380215829595715,2.028132445647013,0.2993557160172192,0.2368554004339387,0.2003930251719055
2021-01-13 00:00:00,G1,2.0,1.4050088272293395,2.0462466194404523,0.200544689563848,0.03646237526203322,1.449512065964816,1.8336234713457225,0.3784499478294976,0.3614411003280509,0.32497872506601766
2021-01-13 00:00:00,G1,3.0,1.4050088272293395,2.0462466194404523,0.200544689563848,0.03646237526203322,1.4641990877929838,1.4620794591667967,0.5081940186061046,0.47715692980659696,0.44069455454456374
2021-01-13 06:00:00,G1,1.5,1.2332852390436848,2.0748467824619063,0.2020828570031918,0.03963184110097018,1.263751570884238,2.031182963240404,0.29962922627210653,0.23770926959382166,0.19807742849285148
2021-01-13 06:00:00,G1,2.0,1.2332852390436848,2.0748467824619063,0.2020828570031918,0.03963184110097018,1.272180948217706,1.8112994600765042,0.37611140773349205,0.35296349173044916,0.313331650629479
2021-01-13 06:00:00,G1,3.0,1.2332852390436848,2.0748467824619063,0.2020828570031918,0.03963184110097018,1.286693369832361,1.442057982961268,0.5050278998536909,0.465803561632697,0.4261717205317268
2021-01-13 12:00:00,G1,1.5,1.66537008017813,2.291310587127281,0.21372466427453174,0.06504682240600346,1.6880668876806912,2.160957441694085,0.3101988196676926,0.27303016480844633,0.20798334240244287
2021-01-13 12:00:00,G1,2.0,1.66537008017813,2.291310587127281,0.21372466427453174,0.06504682240600346,1.6967355590838837,1.9336497013109735,0.3894190786586247,0.4012862522076688,0.3362394298016653
2021-01-13 12:00:00,G1,3.0,1.66537008017813,2.291310587127281,0.21372466427453174,0.06504682240600346,1.7116776802368228,1.5518862438094763,0.5229883451205507,0.5303355424874496,0.46528872008144617
2021-01-13 18:00:00,G1,1.5,1.6336001704649794,2.0265985967563855,0.1994879841143776,0.034310476396782974,1.6664975085114127,2.008496112188823,0.2977716006738256,0.23170392599857337,0.1973934496017904
2021-01-13 18:00:00,G1,2.0,1.6336001704649794,2.0265985967563855,0.1994879841143776,0.034310476396782974,1.6856742319727067,1.8798567717549366,0.3833404800198761,0.3793338641867052,0.34502338778992225
2021-01-13 18:00:00,G1,3.0,1.6336001704649794,2.0265985967563855,0.1994879841143776,0.034310476396782974,1.7003605280177585,1.5033001679447167,0.5147687854636478,0.5009542763845474,0.4666437999877644
2021-01-14 00:00:00,G1,1.5,1.405526049291808,2.0197916423587303,0.19912189399416874,0.033569804652032076,1.438375608708624,2.001746082465967,0.29722705783014647,0.22994267520648748,0.1963728705544554
2021-01-14 00:00:00,G1,2.0,1.405526049291808,2.0197916423587303,0.19912189399416874,0.033569804652032076,1.452743103608634,1.8330880393678308,0.37835860950046374,0.36117480235037647,0.3276049976983444
2021-01-14 00:00:00,G1,3.0,1.405526049291808,2.0197916423587303,0.19912189399416874,0.033569804652032076,1.4674307816015493,1.4615633863615078,0.5080700144963722,0.47679772065238524,0.44322791600035316
2021-01-14 06:00:00,G1,1.5,1.2175579773399636,2.110985471067955,0.20402645974812234,0.043699638624929094,1.2435016580373186,2.0239561515548212,0.2990926809734239,0.2358904178394141,0.19219077921448502
2021-01-14 06:00:00,G1,2.0,1.2175579773399636,2.110985471067955,0.20402645974812234,0.043699638624929094,1.2519263168561405,1.8045032134166894,0.3754342544684322,0.3504589412033283,0.30675930257839923
2021-01-14 06:00:00,G1,3.0,1.2175579773399636,2.110985471067955,0.20402645974812234,0.043699638624929094,1.266429320044652,1.4359921344400821,0.504110382129874,0.4624483631756817,0.4187487245507526
2021-01-14 12:00:00,G1,1.5,1.4344679645150902,2.196236123991931,0.2086113910382516,0.05357379615794855,1.4650487724976542,2.1438813105387147,0.3087316872117781,0.26813563160096976,0.2145618354430212
2021-01-14 12:00:00,G1,2.0,1.4344679645150902,2.196236123991931,0.2086113910382516,0.05357379615794855,1.4737069472624307,1.9173841758750045,0.3875588136554486,0.3945571624198152,0.34098336626186665
2021-01-14 12:00:00,G1,3.0,1.4344679645150902,2.196236123991931,0.2086113910382516,0.05357379615794855,1.4886261517259582,1.5370230028183924,0.5204480072780185,0.5212364679461103,0.4676626717881618
2021-01-14 18:00:00,G1,1.5,1.5300386067504927,2.0983982124283167,0.20334949471760494,0.042274835852182946,1.5636069083452815,2.079940577306966,0.3035352159271288,0.2506460212785413,0.20837118542635835
2021-01-14 18:00:00,G1,2.0,1.5300386067504927,2.0983982124283167,0.20334949471760494,0.042274835852182946,1.574016928496294,1.8725438575138207,0.3826581423708949,0.3766435195454676,0.33436868369328465
2021-01-14 18:00:00,G1,3.0,1.5300386067504927,2.0983982124283167,0.20334949471760494,0.042274835852182946,1.5887998489124573,1.4967375962796143,0.5138318307460623,0.4973065750446466,0.45503173919246365
2021-01-15 00:00:00,G1,1.5,1.427427370453384,1.7259818048382973,0.18332028004442094,0.00397517172709172,1.4578479266580195,1.7092554928076615,0.27363106414756105,0.15833185226935598,0.15435668054226426
2021-01-15 00:00:00,G1,2.0,1.427427370453384,1.7259818048382973,0.18332028004442094,0.00397517172709172,1.4879136098561805,1.6927494978478326,0.36306597566867865,0.3082099098197091,0.30423473809261736
2021-01-15 00:00:00,G1,3.0,1.427427370453384,1.7259818048382973,0.18332028004442094,0.00397517172709172,1.5141468656522894,1.4225653968710523,0.5013721084845956,0.4539835218236732,0.45000835009658147
2021-01-15 06:00:00,G1,1.5,1.4545214156358448,1.981762002569915,0.19707659255319052,0.02947761293823703,1.4870766992993774,1.9638459645289854,0.2941695544924202,0.22014460286729332,0.19066698992905629
2021-01-15 06:00:00,G1,2.0,1.4545214156358448,1.981762002569915,0.19707659255319052,0.02947761293823703,1.5080627372892457,1.8531790705396498,0.3804452952339597,0.368838020976213,0.33936040803797596
2021-01-15 06:00:00,G1,3.0,1.4545214156358448,1.981762002569915,0.19707659255319052,0.02947761293823703,1.5227492906283513,1.4794407798844094,0.5108750018028144,0.4869879635357677,0.45751035059753065
2021-01-15 12:00:00,G1,1.5,1.4451821325293932,2.1353814525937476,0.20533851892296512,0.04648538096853372,1.4789948358042346,2.1168333799767454,0.30651145638180854,0.26064238075117885,0.21415699978264513
2021-01-15 12:00:00,G1,2.0,1.4451821325293932,2.1353814525937476,0.20533851892296512,0.04648538096853372,1.4883993085724923,1.8979613962879567,0.38541086261537094,0.3867122282838693,0.3402268473153356
2021-01-15 12:00:00,G1,3.0,1.4451821325293932,2.1353814525937476,0.20533851892296512,0.04648538096853372,1.5033618533480035,1.5195385852911216,0.5175460340783757,0.5107482303092183,0.4642628493406846
2021-01-15 18:00:00,G1,1.5,1.611896420310054,2.169616375131883,0.20717973378330606,0.050448593955948695,1.6300590934400503,2.1596486801492523,0.3099654805039132,0.27242702436963384,0.22197843041368515
2021-01-15 18:00:00,G1,2.0,1.611896420310054,2.169616375131883,0.20717973378330606,0.050448593955948695,1.6064116523734848,2.027649859240094,0.39928589964028055,0.43939952859707887,0.3889509346411302
2021-01-15 18:00:00,G1,3.0,1.611896420310054,2.169616375131883,0.20717973378330606,0.050448593955948695,1.614332662117363,1.6511965371404358,0.5387548562427991,0.5907254201657679,0.5402768262098192
2021-01-16 00:00:00,G1,1.5,1.610377084435154,1.8924153826805126,0.19227137296802163,0.02016947642472644,1.7044605247277214,1.8312916767530687,0.28347604765692846,0.18709137083084215,0.1669218944061157
2021-01-16 00:00:00,G1,2.0,1.610377084435154,1.8924153826805126,0.19227137296802163,0.02016947642472644,1.735488754061922,1.8142591117998716,0.3761359805942291,0.3535832557918468,0.33341377936712036
2021-01-16 00:00:00,G1,3.0,1.610377084435154,1.8924153826805126,0.19227137296802163,0.02016947642472644,1.7588865629343624,1.5080663187494159,0.5152463156667768,0.5032918170607275,0.483122340636001
2021-01-16 06:00:00,G1,1.5,1.2855868483572466,2.067823923712403,0.20170515521573834,0.03884949403786209,1.318855445923924,2.0495513413454365,0.30108363524792936,0.24252181252506944,0.20367231848720735
2021-01-16 06:00:00,G1,2.0,1.2855868483572466,2.067823923712403,0.20170515521573834,0.03884949403786209,1.3305983940547226,1.855456635288374,0.38080042534524955,0.36992091624514956,0.33107142220728747
2021-01-16 06:00:00,G1,3.0,1.2855868483572466,2.067823923712403,0.20170515521573834,0.03884949403786209,1.345344006715892,1.4814635304862949,0.511334984994821,0.48836744911130836,0.4495179550734463
2021-01-16 12:00:00,G1,1.5,1.4055376689622299,2.2438644704366757,0.21117292795047593,0.05926053693940503,1.4305786818975135,2.1378652855381883,0.3083070386622972,0.2665911982068394,0.20733066126743438
2021-01-16 12:00:00,G1,2.0,1.4055376689622299,2.2438644704366757,0.21117292795047593,0.05926053693940503,1.439231436530374,1.9117256881627358,0.3870214219848458,0.3924245827819419,0.3331640458425369
2021-01-16 12:00:00,G1,3.0,1.4055376689622299,2.2438644704366757,0.21117292795047593,0.05926053693940503,1.4541401123680644,1.5319744841715153,0.5197165567167462,0.5183678851114877,0.45910734817208265
2021-01-16 18:00:00,G1,1.5,1.6890323100437221,2.066305377231796,0.20162348517450007,0.03868067678321552,1.722274913275764,2.0479840168459007,0.30095719499662954,0.24210550028969635,0.20342482350648083
2021-01-16 18:00:00,G1,2.0,1.6890323100437221,2.066305377231796,0.20162348517450007,0.03868067678321552,1.7369085209348532,1.8787169219465938,0.3832720351536538,0.378981688096502,0.3403010113132865
2021-01-16 18:00:00,G1,3.0,1.6890323100437221,2.066305377231796,0.20162348517450007,0.03868067678321552,1.7515951937002405,1.5024726660216563,0.5146997787210229,0.5005705985056608,0.46188992172244525
