case,load_scale,p_demand_mw,q_demand_mvar,status,objective_eur_h,q_slack_mvar,p_slack_mw,losses_mw,v_min,v_max,max_line_loading_pct,p_g1_mw,q_g1_mvar,lambda_q_g1,g1_field_binding,g1_stator_binding,loc_g1_eur_h,p_g2_mw,q_g2_mvar,lambda_q_g2,g2_field_binding,g2_stator_binding,loc_g2_eur_h,p_g3_mw,q_g3_mvar,lambda_q_g3,g3_field_binding,g3_stator_binding,loc_g3_eur_h,p_g4_mw,q_g4_mvar,lambda_q_g4,g4_field_binding,g4_stator_binding,loc_g4_eur_h
assumed,0.7666666666666667,34.302315,8.463996226817374,optimal,2440.718715183288,10.32417789251845,29.206335026870057,0.04677846734023916,0.9956209607249569,1.03,26.75554187250552,2.5445822717842996,0.010118541698019113,4.978825753151118,False,False,0.0,1.248176163160574,0.010917126534514442,5.161813446384234,False,False,0.0,0.9000000033102286,0.006605824882108022,3.8582649749982205,False,False,0.0,0.45000000221508485,0.006857315560437451,3.9587662955750824,False,False,0.0
assumed,0.7948717948717949,35.56427307692307,8.775380703389251,optimal,2530.9890446391496,10.81206053949541,30.331960994977376,0.050095434113011095,0.994033534195697,1.03,27.790546363434167,2.6383900909105216,0.010438920945694659,5.05487667906919,False,False,0.0,1.2940174118383914,0.011321465480549351,5.246456838259705,False,False,0.0,0.90000000706657,0.006648280415250371,3.8754781430021215,False,False,0.0,0.4500000062432235,0.00691206009420185,3.980180305062021,False,False,0.0
assumed,0.823076923076923,36.82623115384615,9.086765179961125,optimal,2621.295699489667,11.307181027553145,31.45769529007713,0.05356695305384562,0.9924350879652138,1.03,28.829138137335754,2.732242999205652,0.010779158842124673,5.131742359563444,False,False,0.0,1.3398597900736573,0.01175635336659905,5.331985936573951,False,False,0.0,0.9000000136582315,0.006691623863981732,3.8929473437672732,False,False,0.0,0.45000001388533106,0.006967959963460799,4.001877153364379,False,False,0.0
assumed,0.8512820512820514,38.08818923076923,9.398149656533002,optimal,2711.638963537115,11.80958574885337,32.583537729496,0.05719413050984912,0.9908256261846545,1.03,29.87136417290497,2.8261422546475545,0.011141578720947428,5.209429319138959,False,False,0.0,1.3857033029479677,0.012226192639796069,5.418406609659536,False,False,0.0,0.9000000320989825,0.006735881631469886,3.910677045606582,False,False,0.0,0.4500000420885706,0.0070250533757593514,4.023861785558076,False,False,0.0
assumed,0.8794871794871796,39.35014730769231,9.709534133104881,optimal,2802.019126939714,12.31932080386382,33.709488175347566,0.0609780484091047,0.9892051765819725,1.03,30.91727172446841,2.9200891114546312,0.011528900700296022,5.287942148567535,False,False,0.0,1.431547954323256,0.012736328621832034,5.5057223054051905,False,False,0.0,0.9000000449608199,0.006781081329001455,3.9286718527884616,False,False,0.0,0.4500000700151338,0.007083380436364777,4.046139293688383,False,False,0.0
assumed,0.9076923076923077,40.61210538461538,10.020918609676757,optimal,2892.4364056348763,12.834783666600202,34.82516105765184,0.06500047915448448,0.9875737976095181,1.03,31.96690789068024,3.0140848107984333,0.011944331759383395,5.367282843650918,False,False,0.0,1.4773937467273535,0.013293324748614218,5.593933235539995,False,False,0.0,0.9000001634976684,0.006827336345061744,3.9469698290272435,False,False,0.0,0.4604660850945625,0.007142955230974695,4.068704344159788,False,False,0.0
assumed,0.935897435897436,41.87406346153846,10.332303086248633,optimal,2982.8900042649866,13.354005608642929,35.919411932563996,0.06934673546979297,0.9859315881568901,1.03,33.020319060065894,3.1081305686076846,0.012391681439889436,5.44744990262371,False,False,0.0,1.523240680382999,0.013905342085562341,5.6830352598023515,False,False,0.0,0.9000003675121605,0.006874733740266927,3.965597461957695,False,False,0.0,0.49262664794141714,0.0072037358705089,4.091530391038214,False,False,0.0
assumed,0.9641025641025641,43.13602153846154,10.64368756282051,optimal,3073.379867782406,13.879946366964381,37.01157474931355,0.07386753809601032,0.9842787009834416,1.03,34.0775501685447,3.2022275573807217,0.012875511880447365,5.528437073711944,False,False,0.0,1.5690887527718633,0.014582672843930326,5.773018333648794,False,False,0.0,0.9058708943213241,0.006923132179782459,3.9844913458105173,False,False,0.0,0.5211271227700868,0.00726580705590323,4.11463826256029,False,False,0.0
assumed,0.9923076923076923,44.39797961538462,10.955072039392386,optimal,3163.9061286325955,14.41162003322266,38.096013671341176,0.0786119564015948,0.9826153616458323,1.03,35.13864367156421,3.296376881784751,0.013401334199066528,5.610231578327385,False,False,0.0,1.614937954216588,0.015338506802016373,5.863864299966504,False,False,0.0,0.9328884229899044,0.006972611172754783,4.00367479745703,False,False,0.0,0.5363746414537981,0.007329234448262978,4.138040593524663,False,False,0.0
assumed,1.0205128205128207,45.65993769230769,11.266456515964263,optimal,3254.469014312039,14.950330027083371,39.18051019736698,0.08351616130586592,0.9809418959500062,1.03,36.20363807004185,3.3905795345766423,0.01397586820761126,5.692811576108358,False,False,0.0,1.6607882829133094,0.016190060216155083,5.9555437246522915,False,False,0.0,0.9599542448544583,0.007023123900784042,4.0231217036849225,False,False,0.0,0.5516215939021653,0.007394015599872141,4.1617242391750455,False,False,0.0
assumed,1.0487179487179488,46.92189576923077,11.577840992536142,optimal,3345.068833815957,15.496097663046072,40.265062903439414,0.08858047279615278,0.9792587702361684,1.03,37.272565751727186,3.484836352810244,0.014607387651009832,5.776142313097329,False,False,0.0,1.7066397095413752,0.017160284073521385,6.048011078420651,False,False,0.0,0.9870681029060668,0.007074703637369433,4.042836889321194,False,False,0.0,0.5668691733298263,0.007460198903609727,4.185694344709237,False,False,0.0
assumed,1.076923076923077,48.18385384615385,11.88922546910802,optimal,3435.705900230727,16.048932892879815,41.34966922468722,0.0938048088081942,0.977566653414279,1.03,38.34544968543484,3.579147917586745,0.015306183317597886,5.860170370892556,False,False,0.0,1.7524922073088633,0.01828053675406733,6.141197498574412,False,False,0.0,1.0142322559579144,0.00712738529308432,4.062825325766,False,False,0.0,0.582117049421307,0.007527835338608948,4.209956205575943,False,False,0.0
assumed,1.1051282051282052,49.445811923076924,12.20060994567989,optimal,3526.380529579577,16.608828600854295,42.434326674392885,0.09918846119225577,0.975866514587215,1.03,39.42229821996768,3.6735144216587416,0.01608518181844525,5.944814460040447,False,False,0.0,1.798345729646176,0.019594919493818037,6.234999156098842,False,False,0.0,1.0414480630597172,0.007181205460451961,4.083092131833352,False,False,0.0,0.5973654955116678,0.00759697859183814,4.234515270832717,False,False,0.0
assumed,1.1333333333333333,50.70777,12.51199442225177,optimal,3617.0930389271193,17.17575070679735,43.5190321701865,0.10472974963898452,0.974159784078001,1.03,40.50309651960339,3.76793543695904,0.016960762006699368,6.029950299337644,False,False,0.0,1.8442002053014808,0.021167622287115676,6.329258041096042,False,False,0.0,1.0687175781100886,0.0072362025417098234,4.103642580997796,False,False,0.0,0.6126143590818816,0.007667685246520874,4.259377149487288,False,False,0.0
assumed,1.1615384615384616,51.96972807692308,12.823378898823647,optimal,3707.843743315957,17.74962126858511,44.603782164189695,0.11042541189001298,0.972448631901176,1.03,41.58779176866747,3.862409512864707,0.017953782874822247,6.115384454392664,False,False,0.0,1.89005552343603,0.02309601411367541,6.423728521629707,False,False,0.0,1.0960426124130394,0.007292416854595957,4.124482105939124,False,False,0.0,0.6278636759096216,0.007740014993957017,4.284547615726243,False,False,0.0
assumed,1.18974358974359,53.231686153846155,13.134763375395524,optimal,3798.6329505342123,18.33028736753822,45.688572179991404,0.11626949325218305,0.9707364779231674,1.03,42.67626608832618,3.9569334361136432,0.019090704204452597,6.2008064182702824,False,False,0.0,1.9359115072112523,0.025535389192073953,6.5180156955480015,False,False,0.0,1.1234250685895186,0.007349890760299046,4.145616305178788,False,False,0.0,0.6431134551925254,0.007814030854202018,4.3100326154331405,False,False,0.0
assumed,1.217948717948718,54.49364423076924,13.446147851967403,optimal,3889.52004419834,18.812390945074508,46.32595353545424,0.12760580514110842,0.9708836154352325,1.03,43.684217010975416,4.227718471277817,0.02239201286816955,6.391586256508036,False,False,0.0,1.9818416884585655,0.03390523182315814,6.71406244745379,False,False,0.0,1.4273674153592957,0.007717031914401958,4.27657820530007,False,False,0.0,0.6583689253604281,0.008219089283349515,4.444726864364178,False,False,0.0
assumed,1.2461538461538462,55.75560230769231,13.757532328539275,optimal,3981.135655829799,19.065015614672806,46.222561637699336,0.15381867197532983,0.9751475863424114,1.03,44.50211941596795,4.7913390859675795,0.031677112540216046,6.675278234749753,False,False,0.0,2.027861831375137,0.1055140812340984,6.968772765236917,False,False,0.0,2.1940245609435514,0.008731486315133258,4.604000778355693,False,False,0.0,0.6736338636820328,0.009327955905395013,4.774756457995918,False,False,0.0
assumed,1.2743589743589743,57.01756038461538,14.06891680511115,optimal,4073.623556013466,19.21781660273764,46.15924121852882,0.1869539454526361,0.9811809556736315,1.03,47.32610678161106,5.342954043038268,0.03941442090286979,6.785026375092458,False,False,0.0,2.0739351358042395,0.2822714976724991,6.995611404802544,False,False,0.0,2.939485056005093,0.009950676872311832,4.937495348583654,False,False,0.0,0.6888988766915949,0.010684639064644726,5.1107799622060766,False,False,0.0
assumed,1.3025641025641028,58.27951846153847,14.38030128168303,optimal,4166.972447042147,19.358617988706623,46.1003680512319,0.23071001724056828,0.9871478607466405,1.03,53.53180554448104,5.899429119043315,0.05260761692633328,6.876862001032996,False,False,0.0,2.1202258688431908,0.4754084350441085,6.998451930749517,False,False,0.0,3.686041458117432,0.011518809733148156,5.285953498216124,False,False,0.0,0.7041639815432044,0.012473513665270709,5.461553038001555,False,False,0.0
assumed,1.330769230769231,59.54147653846154,14.691685758254907,optimal,4261.18865901689,19.49185606246333,46.04419151376796,0.28537408449638946,0.9872350008549121,1.03,64.1545081926867,6.46211636256806,0.09273968540294543,6.959656861919353,False,False,0.0,2.1666902207191527,0.6590050524722569,6.999194221294784,False,False,0.0,4.434424177626335,0.0136663246746999,5.649162983901552,False,False,0.0,0.7194283482764277,0.015019550722627933,5.8266846981196965,False,False,0.0
assumed,1.358974358974359,60.80343461538461,15.00307023482678,optimal,4356.286655384883,19.577946055889633,46.00765211533403,0.3494169096244448,0.987558674156389,1.03,74.87413235421337,6.800000040473257,0.2777704942793064,6.995468166906908,False,False,0.0,2.418808697626502,0.7502024197717855,6.999378196198374,False,False,0.0,5.099999991921436,0.017166368208108598,6.048554449037871,False,False,0.0,0.8263906796538222,0.019474236113497207,6.227005947422498,False,False,0.0
assumed,1.3871794871794871,62.06539269230769,15.314454711398657,optimal,4452.538343080347,19.55906958168968,46.01568017584544,0.423579519598519,0.9883703981819739,1.03,84.22270656201458,6.800000061220314,0.626120706617316,6.99910737575338,False,False,0.0,3.064381927260454,0.7785247148695764,6.9994226098734655,False,False,0.0,5.100000044902736,0.02625780693848618,6.54166060221469,False,False,0.0,1.5089100026772797,0.03406728889134603,6.7166137986173355,False,False,0.0
assumed,1.4153846153846152,63.32735076923076,15.625839187970534,optimal,4550.052147321457,19.433289113479244,46.068940721355524,0.5090567584702157,0.9890640640899159,1.0316782568279748,93.02610243672427,6.800000063998646,0.9708371928955568,6.999628687120485,False,False,0.0,3.6965646774849352,0.8029449177489238,6.999457192906265,False,False,0.0,5.100000047673974,0.05215053494031168,6.874751857387131,False,False,0.0,2.1709020171879017,0.15977245131548895,6.98632930586618,False,False,0.0
assumed,1.4435897435897438,64.58930884615386,15.937223664542412,optimal,4648.987517482673,18.469633891535473,46.46367020459248,0.574361540128379,0.9910652451927815,1.0437066380091655,97.7301373623409,6.800000066898027,1.574631334825446,6.999858845821159,False,False,0.0,4.250000040740982,0.8270402601635136,6.999488358197478,False,False,0.0,5.10000005004798,0.547132798581345,6.9988311102135725,False,False,0.0,2.5500000240027476,0.37779192524295363,6.9975490508522995,False,False,0.0
assumed,1.471794871794872,65.8512669230769,16.24860814111429,infeasible,4721.142742924101,16.578838608305777,47.17141226844557,0.02014553237378891,0.9943375594168097,1.050000010499951,99.79893934908091,6.800000068001847,3.705900878814637,-3.719738213749491e-10,False,False,0.0,4.250000042501673,-0.47307555157178066,3.3686325173018804e-07,False,False,0.0,5.100000051001189,2.8096430305517166,72.05140976019125,True,False,0.0,2.550000025500417,-0.5080516587070061,6.306922862754542e-07,False,False,0.0
assumed,1.5,67.113225,16.559992617686163,infeasible,4718.35047231104,16.667830685115906,47.140040785381586,-1.2731840273636976,0.9944408785979618,1.0500000104970404,99.98342812040147,6.80000006809185,3.744567633389495,60.63114655958977,True,False,0.0,4.250000042577235,-0.40857803384620195,-1.5863430223511256e-06,False,False,0.0,5.100000051063193,2.8096977487198993,72.68651112030382,True,False,0.0,2.5500000255224307,-0.40438530647694176,1.16757648698485e-05,False,False,0.0
deadband,0.4,17.89686,4.415998031382977,optimal,1266.3111305577806,3.2548880031008878,13.553611039367505,0.029777447898649,1.0221832647921392,1.0373211701914857,21.758724488255385,1.9308877128366808,0.5777563376874965,3.006317220647011,False,False,0.0,0.750000010408393,0.2233087593120884,2.9888392307081406,False,False,0.0,1.2421386878309029,0.37171029818936063,3.220829131092088,False,False,0.0,0.4499999974551639,0.13380078057197353,3.2029312272822392,False,False,0.0
deadband,0.42820512820512824,19.158818076923076,4.727382507954854,optimal,1355.9332751245595,3.587135104490139,14.635718715719813,0.031623049437421,1.0214636669567536,1.0365649531845014,22.142378028504105,2.0707860776776417,0.619747924383204,3.0118842557659185,False,False,0.0,0.7500000951496227,0.22334530299697788,3.0012044477323934,False,False,0.0,1.2839362256778608,0.38426201847185837,3.223700218532187,False,False,0.0,0.45000001213555685,0.13381975031881524,3.209469265321976,False,False,0.0
deadband,0.45641025641025645,20.420776153846155,5.038766984526731,optimal,1445.5843621354495,3.925289641169514,15.717793858207042,0.033588475801256124,1.0207367113015173,1.0358016727163908,22.527459984855884,2.2107784788116485,0.6617676252028803,3.017663299264503,False,False,0.0,0.7500008500569726,0.2233826964041804,3.0138087549700048,False,False,0.0,1.3257914285813255,0.39683115614809833,3.2267002897040036,False,False,0.0,0.45000001399042217,0.1338391083155022,3.2161455616856522,False,False,0.0
deadband,0.48461538461538467,21.68273423076923,5.350151461098608,optimal,1535.2641817141855,4.269365285151435,16.799848411131705,0.035670712211004485,1.0200023520824502,1.035194963613716,22.91399583735963,2.311241642075583,0.6919272904939958,3.023619752668215,False,False,0.0,0.7896094269689236,0.23529909605645033,3.0217563206083446,False,False,0.0,1.3677054466141034,0.40941808243524014,3.229830771398175,False,False,0.0,0.4500000161899191,0.13385886284358545,3.2229617195136453,False,False,0.0
deadband,0.5128205128205129,22.94469230769231,5.661535937670485,optimal,1624.972271639241,4.619395408393714,17.881891588535765,0.03786095636641207,1.019260542625035,1.034609590188369,23.302012299606325,2.4049146032125996,0.7200499300907915,3.0297474897942607,False,False,0.0,0.8360675483457157,0.24926896554177644,3.029041047059189,False,False,0.0,1.4096795235020254,0.42202319421681456,3.233093133449653,False,False,0.0,0.4500000004626149,0.13387901286522697,3.2299193929374184,False,False,0.0
deadband,0.5410256410256411,24.20665038461539,5.972920414242361,optimal,1714.7087655962232,4.975409916578446,18.963921327884155,0.040159518780019,1.0185112353180188,1.034017360603744,23.691537409761853,2.498615976701712,0.7481813943386345,3.0360515914982353,False,False,0.0,0.8825576785982442,0.26324781809842596,3.03650315540599,False,False,0.0,1.4517148935493076,0.43464688344564717,3.2364888767387723,False,False,0.0,0.45000002666199235,0.13389958094389673,3.2370202561851427,False,False,0.0
deadband,0.5692307692307692,25.468608461538455,6.284304890814237,optimal,1804.4738112040961,5.337437493268359,20.045935986426034,0.04256708282076005,1.01775438156199,1.0334182179505174,24.08260021295223,2.5923526288583263,0.7763237699270558,3.0425340299859736,False,False,0.0,0.9290739362609449,0.2772340577314167,3.0441453447629767,False,False,0.0,1.4938129602719736,0.4472895910906413,3.2400195582816647,False,False,0.0,0.4500000325419411,0.13392055310248863,3.244266062871343,False,False,0.0
deadband,0.5974358974358975,26.73056653846154,6.5956893673861146,optimal,1894.267559658669,5.705507500503167,21.1279338670429,0.04508434895467772,1.0169899317721247,1.0328121100563548,24.47523095829574,2.6861298858395917,0.8044786785390259,3.04919682291694,False,False,0.0,0.9756119907159322,0.2912265239939549,3.051970177999971,False,False,0.0,1.53597510295159,0.45995174930285,3.243686770668023,False,False,0.0,0.45000004086620427,0.13394194105130153,3.25165859027898,False,False,0.0
deadband,0.6256410256410256,27.992524615384614,6.907073843957989,optimal,1984.0901657716565,6.079649973134608,22.209913190613886,0.04771203562524917,1.0162178353417335,1.0322031021902882,24.86946094285249,2.779952189799835,0.8326474744044579,3.0560420934636507,False,False,0.0,1.0221684452027031,0.3052243135359858,3.0599802226010007,False,False,0.0,1.5782027867393444,0.4726338146920827,3.2474921553437057,False,False,0.0,0.45000003865409277,0.13396374591643223,3.2591996729448445,False,False,0.0
deadband,0.6538461538461539,29.254482692307693,7.218458320529867,optimal,2073.9417880275923,6.459895630955984,23.291872109066432,0.050450879514649216,1.0154380406199233,1.031592149212331,25.26532249644486,2.873823284364601,0.8608313003142315,3.0630720535536056,False,False,0.0,1.0687406395398942,0.31922672572204963,3.068178054128082,False,False,0.0,1.620497463000376,0.48533623860543607,3.2514374026251947,False,False,0.0,0.4500000758510392,0.13398598789483443,3.266891187185412,False,False,0.0
deadband,0.6820512820512821,30.51644076923077,7.529842797101743,optimal,2163.822588641101,6.846275885663263,24.37380870048689,0.053301636040558265,1.014650494889351,1.0309740568113717,25.66284897940212,2.9677464158771665,0.8890311483583537,3.070289012393655,False,False,0.0,1.1153264545635786,0.3332332076957092,3.076566288331014,False,False,0.0,1.6628608173490014,0.49805954171370526,3.2555242546189933,False,False,0.0,0.45000001699468395,0.13400863165175136,3.274735092703329,False,False,0.0
deadband,0.7102564102564104,31.778398846153856,7.841227273673621,optimal,2253.732733639354,7.238822865574475,25.455721004141484,0.05626507935310343,1.0138551443453128,1.0303487862869016,26.06207479433924,3.0617243865930273,0.9172478760157275,3.07769532608768,False,False,0.0,1.1619242230100797,0.3472433303459772,3.0851475340891046,False,False,0.0,1.7052942202789685,0.5108041492926341,3.2597544998188415,False,False,0.0,0.4500000914833978,0.13403175163326314,3.2827333408311983,False,False,0.0
deadband,0.7384615384615385,33.04035692307692,8.152611750245496,optimal,2343.6723929127534,7.637569400586165,26.537606956022163,0.059342003775462615,1.0130519340597675,1.03,26.463035284613916,3.1557598008174503,0.9454822805263184,3.085293503609999,False,False,0.0,1.2085325566081635,0.36125673898914695,3.093924533217479,False,False,0.0,1.7477995656794056,0.5235706429744625,3.264129992172895,False,False,0.0,0.4500000477251972,0.13405527799663475,3.290888027473562,False,False,0.0
deadband,0.7666666666666667,34.302315,8.463996226817374,optimal,2433.64174032081,8.042549071248782,27.619464476469524,0.0625332229649942,1.012240807975028,1.03,26.865766885889787,3.249854944504011,0.973735062554634,3.093086066269059,False,False,0.0,1.2551503675908822,0.3752731611387219,3.1028999984139514,False,False,0.0,1.7903777356535906,0.5363593001744204,3.2686526294987597,False,False,0.0,0.4500006987469911,0.13407946080890906,3.2992011277944977,False,False,0.0
deadband,0.7948717948717949,35.56427307692307,8.775380703389251,optimal,2523.6409492773146,8.453794962213987,28.70129083459312,0.06583967387427236,1.0114217144205124,1.03,27.27031855482627,3.3440120268282403,1.0020068992341344,3.101075692759287,False,False,0.0,1.3017767284307573,0.389292366262066,3.1120767934910347,False,False,0.0,1.829100187720309,0.5479913786333679,3.2733234443499284,False,False,0.0,0.4539329732249153,0.13528460056384067,3.3070607348441934,False,False,0.0
deadband,0.823076923076923,36.82623115384615,9.086765179961125,optimal,2613.670104314906,8.87134042664306,29.783084631901456,0.06926111059852502,1.0105946032269648,1.03,27.920331060754776,3.438233048855775,1.030298404507762,3.109265083032141,False,False,0.0,1.3484109056098426,0.40331417660377517,3.1214577749117005,False,False,0.0,1.8561670722674437,0.5561265854031654,3.278141354997538,False,False,0.0,0.46959660581016116,0.14001218888057324,3.3132445576306684,False,False,0.0
deadband,0.8512820512820514,38.08818923076923,9.398149656533002,optimal,2703.729351261666,9.295225361101425,30.864846331301496,0.07279731802714906,1.0097593966373835,1.03,28.90516097386507,3.532519986880887,1.0586101845996627,3.1176570836085338,False,False,0.0,1.3950522652851072,0.4173384401663553,3.131045944302187,False,False,0.0,1.8832780237494522,0.5642754085345317,3.283110434255054,False,False,0.0,0.4852899415794338,0.14474848564536766,3.3195790884759826,False,False,0.0
deadband,0.8794871794871796,39.35014730769231,9.709534133104881,optimal,2793.8188797942908,9.725486412026761,31.94657360092507,0.07644918390763422,1.0089160338813208,1.03,29.89169124900149,3.626874710320046,1.0869428132281076,3.1262546008825933,False,False,0.0,1.441700291974755,0.43136503677797355,3.1408443477154564,False,False,0.0,1.9104385040645235,0.5724394939078244,3.2882327593225384,False,False,0.0,0.5010093843155442,0.14949247077335054,3.326066994175388,False,False,0.0
deadband,0.9076923076923077,40.61210538461538,10.020918609676757,optimal,2883.938884010646,10.162161037926783,33.0282640441065,0.08021761858977783,1.0080644528861311,1.03,30.879946040692634,3.721299049369012,1.115296852103532,3.135060643167096,False,False,0.0,1.4883545502994155,0.44539386733954367,3.150856127313689,False,False,0.0,1.9376534863415955,0.5806203408592169,3.293510479450824,False,False,0.0,0.516751873088633,0.15424327969319762,3.3327109362258382,False,False,0.0
deadband,0.935897435897436,41.87406346153846,10.332303086248633,optimal,2974.0895625320154,10.605287527858273,34.10991520243341,0.08410355558543614,1.007204590252819,1.03,31.86995023551652,3.815794801588195,1.1436728529574116,3.1440783152207175,False,False,0.0,1.535014673479789,0.45942485084793916,3.161084516110305,False,False,0.0,1.9649276970834348,0.5888193748471128,3.2989458161848453,False,False,0.0,0.5325146425390646,0.1590001319969827,3.3395136077268455,False,False,0.0
deadband,0.9641025641025641,43.13602153846154,10.64368756282051,optimal,3064.2711186010783,11.054905019059047,35.19152455526663,0.08810795211331168,1.0063363812278032,1.03,32.86172940905948,3.9103637443407773,1.1720713613405032,3.1533108207132545,False,False,0.0,1.5816803515620628,0.47345792127809605,3.1715328417333466,False,False,0.0,1.9922653594048902,0.5970378704272346,3.3045410653126224,False,False,0.0,0.5482954800004908,0.16376240917018992,3.346477694374662,False,False,0.0
deadband,0.9923076923076923,44.39797961538462,10.955072039392386,optimal,3154.48376019297,11.51105351278576,36.27308951348597,0.0922317899023497,1.0054597596746337,1.03,33.85530978983506,4.00500765207395,1.200492921883644,3.162761470655615,False,False,0.0,1.6283513195437047,0.4874930243861056,3.182204536948756,False,False,0.0,2.019670514195437,0.6052770476306198,3.3102985997746126,False,False,0.0,0.5640924059879091,0.16852955915669987,3.3536059270919174,False,False,0.0
deadband,1.0205128205128207,45.65993769230769,11.266456515964263,optimal,3244.727700128068,11.973773902474683,37.354607437672854,0.09647607542314773,1.004574658047872,1.03,34.85071824378227,4.099728272187017,1.2289380710316526,3.1724336585302693,False,False,0.0,1.6750273603071801,0.5015301187981361,3.193103110662176,False,False,0.0,2.0471469051588738,0.6135380374770332,3.3162208669053985,False,False,0.0,0.5799037924049101,0.17330113226912275,3.36090105945073,False,False,0.0
deadband,1.0487179487179488,46.92189576923077,11.577840992536142,optimal,3335.0031561944143,12.44310797353323,38.436075594810454,0.10084184163119403,1.0036810073576024,1.03,35.847982232630685,4.194527398812682,1.257407359389992,3.182330919580661,False,False,0.0,1.7217082766663134,0.5155691680468499,3.2042322180036242,False,False,0.0,2.0746983809820727,0.621822002668889,3.322310400278555,False,False,0.0,0.59572795959044,0.1780766606168218,3.3683659442114706,False,False,0.0
deadband,1.076923076923077,48.18385384615385,11.88922546910802,optimal,3425.310351258773,12.919098443284229,39.517491198180565,0.1053301475984938,1.002778737141683,1.03,36.847129820593096,4.2894068124618485,1.2859013335009357,3.1924568780116402,False,False,0.0,1.7683939080424376,0.529610145616911,3.2155955980061006,False,False,0.0,2.102328376539756,0.6301299819313028,3.328569812603464,False,False,0.0,0.6115636985277347,0.18285581518065,3.3760034419904845,False,False,0.0
deadband,1.1051282051282052,49.445811923076924,12.20060994567989,optimal,3515.649513404418,13.401788971607932,40.598851383375056,0.10994207994041716,1.0018677754316112,1.03,37.84818965279871,4.384368318989057,1.314420547657653,3.2028152787890014,False,False,0.0,1.8150841152721575,0.5436530306596423,3.2271971109751365,False,False,0.0,2.130040356611507,0.6384630231646956,3.3350018030029736,False,False,0.0,0.6274098287695731,0.18763827342241862,3.3838164987621475,False,False,0.0
deadband,1.1333333333333333,50.70777,12.51199442225177,optimal,3606.020876057618,13.89122418466387,41.6801532104602,0.11467875345007172,1.0009480487181737,1.03,38.85119095041919,4.47941374771991,1.3429655633662652,3.21340998580053,False,False,0.0,1.861778779329233,0.5576978077542866,3.2390407360486098,False,False,0.0,2.15783765973782,0.6468221366074941,3.341609158783094,False,False,0.0,0.6432653562029111,0.19242376689586352,3.39180812231034,False,False,0.0
deadband,1.1615384615384616,51.96972807692308,12.823378898823647,optimal,3696.424678129588,14.38744969702887,42.7613936608423,0.1195413120247153,1.000019481916792,1.03,39.85616350661115,4.574544955809539,1.3715369506917932,3.2242449859095075,False,False,0.0,1.9084777984291483,0.5717444661818895,3.251130575609779,False,False,0.0,2.185723604395494,0.6552083267060518,3.348394758249063,False,False,0.0,0.6591293694713181,0.1972120503950902,3.3999814012448986,False,False,0.0
deadband,1.18974358974359,53.231686153846155,13.134763375395524,optimal,3786.861164154105,14.890512134966755,43.84256963479977,0.12453092947593802,0.9990819983303371,1.03,40.86313768490516,4.669763832166199,1.400135289472113,3.2353243931898037,False,False,0.0,1.9551810856248482,0.5857929993302997,3.2634708598282725,False,False,0.0,2.213701427158169,0.6636225735744218,3.35536157373559,False,False,0.0,0.6750011035731104,0.20200292124570768,3.4083394977427695,False,False,0.0
deadband,1.217948717948718,54.49364423076924,13.446147851967403,optimal,3877.3305844485194,15.400459159988932,44.92367794758743,0.12964881065441602,0.9981355196126218,1.03,41.87214442014876,4.7650723011270815,1.4287611704565801,3.246652453391318,False,False,0.0,2.00188856678664,0.5998434042011593,3.276065951392184,False,False,0.0,2.241774466580745,0.6720658881799493,3.3625126747760508,False,False,0.0,0.690879759341761,0.2067961653253095,3.4168856793424713,False,False,0.0
deadband,1.2461538461538462,55.75560230769231,13.757532328539275,optimal,3967.833195245979,15.917339494013241,46.00471532731282,0.13489619209106252,0.9971799657273772,1.03,42.88321522091002,4.8604723260209495,1.457415196410071,3.258233548643706,False,False,0.0,2.048600178926168,0.6138956810092348,3.288920350443671,False,False,0.0,2.2699458608091,0.6805392216307877,3.3698512314535773,False,False,0.0,0.7067648067143284,0.21159164822156545,3.4256232737697188,False,False,0.0
deadband,1.2743589743589743,57.01756038461538,14.06891680511115,optimal,4058.36925887747,16.441202888925265,47.08567830622967,0.14027434609888445,0.9962152550371401,1.03,43.896382146855814,4.95596595546767,1.4860979960508898,3.270072206849846,False,False,0.0,2.0953158686782203,0.6279498328328341,3.302038704143152,False,False,0.0,2.298218968747783,0.6890435915656783,3.377380521580283,False,False,0.0,0.7226556315909216,0.21638920943535342,3.4345557322920297,False,False,0.0
deadband,1.3025641025641028,58.27951846153847,14.38030128168303,optimal,4149.21066267289,16.46243438643871,47.21216240096032,0.17496823087422797,0.9960155628390759,1.03,44.65849207395648,5.448959194918115,1.6341568449578323,3.3250455559421184,False,False,0.0,2.141885025640305,0.6420818036176136,3.3576666526351135,False,False,0.0,2.9128664301101796,0.873578452322426,3.421310612995676,False,False,0.0,0.7386136407837888,0.22130897473111527,3.4791937204984515,False,False,0.0
deadband,1.330769230769231,59.54147653846154,14.691685758254907,optimal,4240.76202412765,16.42982118937114,47.22352168624444,0.2224735444353101,0.9958531175740584,1.03,53.81598396143655,5.993324674449377,1.7976619303191914,3.392318026286094,False,False,0.0,2.188439154443527,0.6562438187825163,3.4255096491431036,False,False,0.0,3.604120088127598,1.0811164778292606,3.4741966826312867,False,False,0.0,0.7545444796319175,0.2262457178488287,3.532691666918991,False,False,0.0
