case,load_scale,p_demand_mw,q_demand_mvar,status,objective_eur_h,q_slack_mvar,p_slack_mw,losses_mw,v_min,v_max,max_line_loading_pct,p_g1_mw,q_g1_mvar,lambda_q_g1,g1_field_binding,g1_stator_binding,loc_g1_eur_h,p_g2_mw,q_g2_mvar,lambda_q_g2,g2_field_binding,g2_stator_binding,loc_g2_eur_h,p_g3_mw,q_g3_mvar,lambda_q_g3,g3_field_binding,g3_stator_binding,loc_g3_eur_h,p_g4_mw,q_g4_mvar,lambda_q_g4,g4_field_binding,g4_stator_binding,loc_g4_eur_h
assumed,0.48461538461538467,21.68273423076923,5.350151461098608,optimal,1539.9552585462577,5.833428051403193,17.956060993227183,0.02186445140030102,1.0108973303844235,1.03,16.593308049423534,1.6087133231588244,0.007672378480935868,4.261018400307157,False,False,0.0,0.7898243776349069,0.007967308721040284,4.361943303939002,False,False,0.0,0.899999994398518,0.006225041171702369,3.699320774950137,False,False,0.0,0.44999999375010036,0.006366162823145132,3.7591902315722376,False,False,0.0
assumed,0.5128205128205129,22.94469230769231,5.661535937670485,optimal,1629.8766066076428,6.251410508997068,19.080597014408525,0.023696718682579387,1.0094177551757237,1.03,17.59472925553508,1.7021374112983196,0.007871016915665432,4.329467774076779,False,False,0.0,0.8356546175070736,0.008199180195655653,4.438291762695869,False,False,0.0,0.8999999917044214,0.0062598456361087325,3.714192473895219,False,False,0.0,0.44999999145655006,0.0064111087171307354,3.7780187738207105,False,False,0.0
assumed,0.5410256410256411,24.20665038461539,5.972920414242361,optimal,1719.831771750086,6.676189344567596,20.20524249752975,0.025672640974395478,1.0079276778159363,1.03,18.599356906140894,1.7955944961250445,0.008077735286391767,4.398627405808724,False,False,0.0,0.8814860424957657,0.008441725370223413,4.515416662148841,False,False,0.0,0.8999999950843725,0.006295327944363226,3.729282084637531,False,False,0.0,0.44999999435485555,0.006456911094347304,3.797087794836997,False,False,0.0
assumed,0.5692307692307692,25.468608461538455,6.284304890814237,optimal,1809.8209794771717,7.107805650487779,21.32999736108007,0.027793246374518077,1.0064270267357716,1.03,19.607215363899535,1.8890858612658419,0.008293176504985721,4.46850866516216,False,False,0.0,0.9273184953469259,0.0086959156515995,4.59333024931465,False,False,0.0,0.8999999954967989,0.00633150539336077,3.7445929414972303,False,False,0.0,0.44999999472333946,0.006503594198661182,3.8164010140686373,False,False,0.0
assumed,0.5974358974358975,26.73056653846154,6.5956893673861146,optimal,1899.8444606226824,7.546301295665119,22.454861495230123,0.030059581168725202,1.0049157321892368,1.03,20.618333765629686,1.9826126078270891,0.0085180578519098,4.539122931649472,False,False,0.0,0.9731520254247895,0.008962851638685763,4.672044743465153,False,False,0.0,0.8999999959852624,0.006368396008314911,3.7601284724688173,False,False,0.0,0.4499999951630005,0.00655118338073755,3.8359622519292027,False,False,0.0
assumed,0.6256410256410256,27.992524615384614,6.907073843957989,optimal,1989.9024514510538,7.99171891173583,23.579834796522828,0.032472708642924175,1.0033937268047015,1.03,21.63274508763858,2.0761758980852996,0.008753182424253459,4.610481558194058,False,False,0.0,1.0189866371491172,0.009243786124888029,4.751572288371894,False,False,0.0,0.8999999965732853,0.006406018559624842,3.7758922074198753,False,False,0.0,0.44999999569700727,0.006599705107845015,3.8557754392122345,False,False,0.0
assumed,0.6538461538461539,29.254482692307693,7.218458320529867,optimal,2079.995193777653,8.44410186769629,24.704917160047977,0.03503370803202799,1.0018609463669739,1.03,22.650485443691558,2.1697769096661217,0.008999452766752623,4.682595804677622,False,False,0.0,1.0648223369702978,0.00954015230694452,4.831924870822552,False,False,0.0,0.8999999972953643,0.006444392605684916,3.7918877803773836,False,False,0.0,0.44999999635995935,0.006649187037593143,3.8758446194251017,False,False,0.0
assumed,0.6820512820512821,30.51644076923077,7.529842797101743,optimal,2170.1229350855433,8.903494234686658,25.830108478477648,0.03774367299769921,1.0003173307692894,1.03,23.67159354489772,2.2634168361862543,0.009257887234360848,4.755476757330154,False,False,0.0,1.1106591321542016,0.00985359864693185,4.913114221356292,False,False,0.0,0.8999999982043229,0.006483538534290735,3.8081189329630214,False,False,0.0,0.44999999720603456,0.006699658086199314,3.8961739524747365,False,False,0.0
assumed,0.7102564102564104,31.778398846153856,7.841227273673621,optimal,2260.2859286424327,9.369940737245019,26.955408640889342,0.040603709616487293,0.9987628252007082,1.03,24.69611027061386,2.3570968870677045,0.009529639744601004,4.829135226324086,False,False,0.0,1.1564970301023116,0.01018603231989508,4.995151688346549,False,False,0.0,0.899999999385609,0.006523477606776717,3.8245895179773903,False,False,0.0,0.44999999832537546,0.00675114850164817,3.9167677185109406,False,False,0.0
assumed,0.7384615384615385,33.04035692307692,8.152611750245496,optimal,2350.484433615809,9.843486686807115,28.080817530494652,0.043614933721208615,0.9971973816365123,1.03,25.72407831383104,2.4508182864505987,0.009816023772906118,4.903581615161113,False,False,0.0,1.2023360381527013,0.010539673855183332,5.078048077548674,False,False,0.0,0.9000000013959853,0.006564232005148063,3.8413035031465945,False,False,0.0,0.45000000030418863,0.00680368994231772,3.9376303219377458,False,False,0.0
