scheme,mean_payment,recovery,cv,pct_unprofitable,profitable_hours
0_baseline,0.0,,,100.0,0
1_capacity,0.0545959896763946,0.11368668345632955,0.0,100.0,0
2a_variable_nodal,0.4591899627315621,0.956183489827971,0.968041102284676,67.71217712177122,2800
2b_variable_uniform,0.3100656658884368,0.6456579946159631,0.8058806863019109,100.0,0
2c_variable_awu,0.3147346449871932,0.6553803341506201,0.8040924625482484,100.0,0
3_hybrid,0.5137859524079568,1.0698701732843008,0.8651749928105599,61.38145756457565,3349
