case,load_scale,p_demand_mw,q_demand_mvar,status,objective_eur_h,q_slack_mvar,p_slack_mw,losses_mw,v_min,v_max,max_line_loading_pct,p_g1_mw,q_g1_mvar,lambda_q_g1,g1_field_binding,g1_stator_binding,loc_g1_eur_h,p_g2_mw,q_g2_mvar,lambda_q_g2,g2_field_binding,g2_stator_binding,loc_g2_eur_h,p_g3_mw,q_g3_mvar,lambda_q_g3,g3_field_binding,g3_stator_binding,loc_g3_eur_h,p_g4_mw,q_g4_mvar,lambda_q_g4,g4_field_binding,g4_stator_binding,loc_g4_eur_h,water_value
physical,1.0,44.742149999999995,11.039995078457444,optimal,2005.2283118076273,11.468176948335163,28.065431560422713,0.5746061157784226,1.0041548407823266,1.0500000104934786,100.00000049850894,6.800000019183685,1.6821602090109358,0.16265647404063277,False,False,0.0,2.8013244597536433,-0.2862567387184098,0.09199395466689468,False,False,0.0,5.100000050959964,2.0145090212211505,0.20630075172526866,False,False,0.0,2.550000025458416,-1.5130810844865594,-0.11139453798295854,False,False,0.0,0.0
physical,1.0,44.742149999999995,11.039995078457444,optimal,2609.0246712297503,11.468176948428876,28.06543156062712,0.5746061152408544,1.004154840781552,1.050000010489876,100.00000049657274,6.8000000615088325,1.6821601534039798,0.1626564716556596,False,False,0.0,2.8013244167949143,-0.2862566840261885,0.09199395892266053,False,False,0.0,5.100000050909178,2.0145090212666785,0.20630075172785997,False,False,0.0,2.5500000254008017,-1.5130810844523719,-0.11139453796977856,False,False,0.0,35.0
physical,1.0,44.742149999999995,11.039995078457444,optimal,3169.886612878991,6.290455113564324,38.48512453253137,0.2049421185806395,1.0146195909023918,1.0500000103353757,59.27603346491783,3.30063022577271,3.1241923252242314,0.22451783413976006,False,False,0.0,1.544037121302591,0.5860240968772671,0.15980168418885857,False,False,0.0,1.0774622102942402,3.8020423136087227,0.3100822769057403,False,False,0.0,0.539838028679723,0.5151662352790395,0.18155321833320387,False,False,0.0,70.0
